,Image_ID,class,confidence,x_center,y_center,width,height
294,ID_UO3L4DRR,fruit_woodiness,0.938192,0.519531,0.548828,0.523438,0.292969
295,ID_URKQ1NC7,fruit_brownspot,0.25932,0.712891,0.973633,0.574219,0.0527344
296,ID_URKQ1NC7,fruit_brownspot,0.914132,0.561523,0.495117,0.541016,0.333984
297,ID_VZVYG28E,fruit_brownspot,0.931318,0.326172,0.40332,0.652344,0.466797
298,ID_0F19ABF5,fruit_brownspot,0.821983,0.583984,0.388672,0.234375,0.3125
299,ID_0F19ABF5,fruit_brownspot,0.87275,0.394531,0.239258,0.25,0.306641
300,ID_038S0ONN,fruit_healthy,0.958324,0.501953,0.526367,0.328125,0.259766
301,ID_RGH9UYXQ,fruit_healthy,0.968473,0.417969,0.544922,0.644531,0.546875
302,ID_PY1AO7BC,fruit_woodiness,0.95048,0.529297,0.499023,0.394531,0.306641
303,ID_3M2L3PNT,fruit_healthy,0.746504,0.797852,0.552734,0.263672,0.265625
304,ID_3M2L3PNT,fruit_healthy,0.974357,0.47168,0.509766,0.583984,0.511719
305,ID_141IUVI8,fruit_healthy,0.771959,0.415039,0.543945,0.564453,0.451172
306,ID_XU54SJE0,fruit_brownspot,0.82985,0.591797,0.509766,0.542969,0.304688
307,ID_ED2VFMPY,fruit_woodiness,0.965586,0.529297,0.581055,0.523438,0.396484
308,ID_V3KR2S4V,fruit_woodiness,0.929002,0.516602,0.480469,0.373047,0.417969
309,ID_UA0H4OR0,fruit_woodiness,0.968755,0.442383,0.533203,0.666016,0.496094
310,ID_9XOVDK1K,fruit_woodiness,0.593876,0.336914,0.301758,0.673828,0.576172
311,ID_9XOVDK1K,fruit_brownspot,0.731216,0.338867,0.298828,0.677734,0.585938
312,ID_XR0S7NFA,fruit_healthy,0.978607,0.453125,0.53418,0.441406,0.337891
313,ID_AM71KYVM,fruit_brownspot,0.84877,0.280273,0.40918,0.361328,0.486328
314,ID_AM71KYVM,fruit_brownspot,0.89807,0.519531,0.644531,0.277344,0.386719
315,ID_TVLQKCRI,fruit_woodiness,0.768377,0.402344,0.418945,0.804688,0.478516
316,ID_EJUPA9CY,fruit_woodiness,0.883779,0.583984,0.643555,0.375,0.447266
317,ID_AR13HARC,fruit_healthy,0.456163,0.879883,0.692383,0.166016,0.181641
318,ID_AR13HARC,fruit_healthy,0.969193,0.484375,0.583008,0.394531,0.314453
319,ID_S1X9O1TB,fruit_woodiness,0.812147,0.416016,0.894531,0.34375,0.210938
320,ID_S1X9O1TB,fruit_woodiness,0.906877,0.592773,0.455078,0.259766,0.328125
321,ID_SIC02IAY,fruit_brownspot,0.910299,0.519531,0.707031,0.425781,0.566406
322,ID_W51TAT19,fruit_brownspot,0.898564,0.62793,0.479492,0.447266,0.619141
323,ID_B86CXFQ9,fruit_brownspot,0.884538,0.496094,0.46582,0.34375,0.392578
324,ID_B0Q07Z8G,fruit_healthy,0.390599,0.0595703,0.945312,0.119141,0.109375
325,ID_B0Q07Z8G,fruit_healthy,0.967679,0.460938,0.454102,0.542969,0.435547
326,ID_0RT72J5B,fruit_brownspot,0.804907,0.34375,0.453125,0.472656,0.621094
327,ID_P6U8L1HV,fruit_healthy,0.977579,0.583008,0.522461,0.560547,0.490234
328,ID_5NP2XYCM,fruit_brownspot,0.797736,0.500977,0.46875,0.697266,0.429688
329,ID_5NP2XYCM,fruit_brownspot,0.921318,0.150391,0.169922,0.300781,0.339844
330,ID_3YHHQX40,fruit_brownspot,0.908531,0.608398,0.458984,0.525391,0.292969
331,ID_WIFF1S3P,fruit_healthy,0.726814,0.0917969,0.638672,0.179688,0.4375
332,ID_WIFF1S3P,fruit_healthy,0.941543,0.385742,0.494141,0.615234,0.492188
333,ID_M3V2AUVC,fruit_brownspot,0.923351,0.333008,0.261719,0.224609,0.308594
334,ID_DU4A65SX,fruit_brownspot,0.725296,0.191406,0.237305,0.226562,0.248047
335,ID_DU4A65SX,fruit_brownspot,0.918145,0.466797,0.313477,0.285156,0.388672
336,ID_WVN1ARNZ,fruit_healthy,0.845982,0.49707,0.607422,0.716797,0.480469
337,ID_S3AFOZJU,fruit_brownspot,0.896833,0.459961,0.552734,0.568359,0.382812
338,ID_B1EXLFO4,fruit_woodiness,0.757245,0.839844,0.375977,0.320312,0.291016
339,ID_B1EXLFO4,fruit_brownspot,0.844954,0.261719,0.337891,0.515625,0.652344
340,ID_0WHIP8CQ,fruit_healthy,0.275219,0.0898438,0.773438,0.179688,0.425781
341,ID_0WHIP8CQ,fruit_woodiness,0.457227,0.422852,0.522461,0.818359,0.458984
342,ID_T5KC9ZN2,fruit_woodiness,0.896563,0.522461,0.572266,0.435547,0.710938
343,ID_I4XWGOM3,fruit_woodiness,0.891944,0.397461,0.544922,0.595703,0.433594
344,ID_ZQU89DQY,fruit_brownspot,0.883934,0.394531,0.383789,0.597656,0.767578
345,ID_F54BXSJG,fruit_woodiness,0.793299,0.512695,0.420898,0.728516,0.408203
346,ID_DFGU4DZA,fruit_healthy,0.914497,0.516602,0.619141,0.337891,0.269531
347,ID_R179IVTQ,fruit_brownspot,0.767099,0.522461,0.125,0.201172,0.25
348,ID_R179IVTQ,fruit_brownspot,0.85842,0.462891,0.641602,0.308594,0.439453
349,ID_CEOBY34W,fruit_healthy,0.395099,0.467773,0.414062,0.576172,0.394531
350,ID_F7EIRBT3,fruit_healthy,0.937102,0.927734,0.277344,0.144531,0.378906
351,ID_F7EIRBT3,fruit_healthy,0.981379,0.463867,0.516602,0.505859,0.447266
352,ID_CG2EZIW5,fruit_healthy,0.97438,0.5,0.47168,0.449219,0.369141
353,ID_Q78P7D10,fruit_healthy,0.978467,0.478516,0.500977,0.386719,0.291016
354,ID_4OXFGOGA,fruit_healthy,0.283471,0.783203,0.125,0.433594,0.238281
355,ID_4OXFGOGA,fruit_healthy,0.973094,0.421875,0.602539,0.5,0.412109
356,ID_TAIRIVBH,fruit_healthy,0.515609,0.774414,0.112305,0.451172,0.224609
357,ID_TAIRIVBH,fruit_brownspot,0.805185,0.481445,0.574219,0.576172,0.339844
358,ID_JOOLMI2B,fruit_woodiness,0.913186,0.712891,0.378906,0.488281,0.664062
359,ID_PI0NY2LD,fruit_brownspot,0.853034,0.551758,0.482422,0.513672,0.429688
360,ID_13DUVI0Y,fruit_healthy,0.912941,0.0634766,0.310547,0.126953,0.292969
361,ID_13DUVI0Y,fruit_healthy,0.95817,0.454102,0.654297,0.466797,0.386719
362,ID_H4VELJ26,fruit_woodiness,0.907826,0.533203,0.418945,0.652344,0.486328
363,ID_0KU97RO6,fruit_brownspot,0.682556,0.543945,0.53125,0.447266,0.820312
364,ID_Z9122CW6,fruit_woodiness,0.607171,0.704102,0.588867,0.197266,0.228516
365,ID_Z9122CW6,fruit_woodiness,0.956624,0.480469,0.526367,0.269531,0.361328
366,ID_MGBB4ACH,fruit_healthy,0.976892,0.466797,0.580078,0.496094,0.394531
367,ID_1FNTXLC4,fruit_healthy,0.487169,0.74707,0.0585938,0.443359,0.117188
368,ID_1FNTXLC4,fruit_healthy,0.918227,0.0888672,0.917969,0.177734,0.164062
369,ID_1FNTXLC4,fruit_healthy,0.955734,0.446289,0.580078,0.302734,0.257812
370,ID_KETG86JO,fruit_woodiness,0.521197,0.575195,0.52832,0.529297,0.341797
371,ID_YD927FT6,fruit_woodiness,0.737864,0.520508,0.452148,0.357422,0.419922
372,ID_BY671NUJ,fruit_brownspot,0.835801,0.417969,0.637695,0.457031,0.388672
373,ID_Y8CGQC9U,fruit_woodiness,0.944868,0.607422,0.3125,0.351562,0.523438
374,ID_5U36ODQ3,fruit_brownspot,0.909457,0.55957,0.237305,0.404297,0.466797
375,ID_NF6K06F2,fruit_healthy,0.377466,0.459961,0.405273,0.654297,0.447266
376,ID_NF6K06F2,fruit_brownspot,0.549366,0.461914,0.405273,0.650391,0.455078
377,ID_ZEOAII70,fruit_healthy,0.742598,0.109375,0.533203,0.128906,0.0976562
378,ID_ZEOAII70,fruit_healthy,0.774327,0.28125,0.583984,0.144531,0.144531
379,ID_ZEOAII70,fruit_healthy,0.970438,0.495117,0.538086,0.380859,0.310547
380,ID_K5CTX2I6,fruit_woodiness,0.301708,0.108398,0.791992,0.216797,0.416016
381,ID_K5CTX2I6,fruit_brownspot,0.400303,0.116211,0.799805,0.232422,0.396484
382,ID_K5CTX2I6,fruit_brownspot,0.923424,0.482422,0.617188,0.363281,0.464844
383,ID_TQMKJRRT,fruit_healthy,0.964352,0.461914,0.485352,0.314453,0.251953
384,ID_PDXPJS3S,fruit_healthy,0.975956,0.456055,0.556641,0.380859,0.3125
385,ID_TVX0Q8O3,fruit_healthy,0.841561,0.492188,0.549805,0.308594,0.236328
386,ID_NE7KN6UJ,fruit_healthy,0.960731,0.530273,0.512695,0.427734,0.314453
387,ID_5FSR5TFW,fruit_woodiness,0.909001,0.746094,0.357422,0.496094,0.464844
388,ID_N4CUR4WU,fruit_brownspot,0.594949,0.65625,0.601562,0.273438,0.320312
389,ID_7T59IY65,fruit_woodiness,0.47531,0.580078,0.356445,0.3125,0.423828
390,ID_7T59IY65,fruit_woodiness,0.761644,0.386719,0.293945,0.710938,0.587891
391,ID_JE5VD9PN,fruit_woodiness,0.967112,0.716797,0.614258,0.289062,0.369141
392,ID_NM0NKS3E,fruit_brownspot,0.888912,0.615234,0.481445,0.367188,0.466797
393,ID_QUS1XC39,fruit_healthy,0.921633,0.544922,0.490234,0.320312,0.242188
394,ID_VSZR1XK4,fruit_brownspot,0.398972,0.389648,0.382812,0.177734,0.203125
395,ID_VSZR1XK4,fruit_brownspot,0.627585,0.476562,0.328125,0.195312,0.234375
396,ID_QV3G777K,fruit_healthy,0.97154,0.458984,0.605469,0.339844,0.257812
397,ID_ER9Y0V0T,fruit_healthy,0.879513,0.494141,0.102539,0.257812,0.205078
398,ID_76NLMWL4,fruit_healthy,0.752678,0.205078,0.461914,0.195312,0.240234
399,ID_76NLMWL4,fruit_healthy,0.972616,0.473633,0.490234,0.541016,0.417969
400,ID_SH58M6O1,fruit_brownspot,0.502617,0.240234,0.216797,0.476562,0.433594
401,ID_SH58M6O1,fruit_woodiness,0.96313,0.632812,0.526367,0.507812,0.595703
402,ID_OOPB492K,fruit_woodiness,0.922283,0.605469,0.665039,0.433594,0.537109
403,ID_UEG77OW6,fruit_woodiness,0.252701,0.924805,0.34668,0.142578,0.255859
404,ID_UEG77OW6,fruit_brownspot,0.64537,0.473633,0.381836,0.236328,0.404297
405,ID_ZISR0V21,fruit_woodiness,0.862675,0.324219,0.454102,0.574219,0.369141
406,ID_IOA43HCD,fruit_brownspot,0.833996,0.504883,0.220703,0.216797,0.304688
407,ID_IOA43HCD,fruit_brownspot,0.902978,0.443359,0.829102,0.273438,0.341797
408,ID_UPB3ZL31,fruit_brownspot,0.886818,0.59375,0.68457,0.390625,0.490234
409,ID_4RCFC6T4,fruit_woodiness,0.973359,0.360352,0.575195,0.498047,0.337891
410,ID_QBKZEKFE,fruit_woodiness,0.458792,0.538086,0.391602,0.150391,0.177734
411,ID_QBKZEKFE,fruit_woodiness,0.592319,0.494141,0.501953,0.164062,0.21875
412,ID_QBKZEKFE,fruit_woodiness,0.924849,0.634766,0.865234,0.378906,0.269531
413,ID_9FDCE3A2,fruit_brownspot,0.318278,0.112305,0.913086,0.220703,0.173828
414,ID_9FDCE3A2,fruit_brownspot,0.840988,0.510742,0.446289,0.357422,0.451172
415,ID_2S5ALPRN,fruit_woodiness,0.934042,0.582031,0.450195,0.480469,0.669922
416,ID_2C7ZZTBJ,fruit_healthy,0.970503,0.499023,0.525391,0.365234,0.28125
417,ID_J0ZLGKNL,fruit_healthy,0.9429,0.540039,0.556641,0.330078,0.277344
418,ID_TT3V2MZG,fruit_woodiness,0.878282,0.594727,0.601562,0.361328,0.445312
419,ID_BREQEHQ5,fruit_woodiness,0.901655,0.344727,0.554688,0.529297,0.273438
420,ID_N6TTHNTN,fruit_brownspot,0.747061,0.444336,0.657227,0.494141,0.521484
421,ID_OYZBEDY6,fruit_woodiness,0.866583,0.530273,0.618164,0.486328,0.666016
422,ID_S55RZ5XL,fruit_healthy,0.895044,0.612305,0.504883,0.216797,0.302734
423,ID_S55RZ5XL,fruit_healthy,0.977495,0.389648,0.517578,0.470703,0.398438
424,ID_R0PICZOV,fruit_woodiness,0.657523,0.650391,0.55957,0.699219,0.494141
425,ID_C2DABTTW,fruit_brownspot,0.856028,0.606445,0.545898,0.345703,0.455078
426,ID_5XOO95DU,fruit_woodiness,0.605987,0.650391,0.553711,0.363281,0.494141
427,ID_ZSD7ZFDH,fruit_woodiness,0.937944,0.506836,0.386719,0.681641,0.484375
428,ID_4FWN6NFI,fruit_woodiness,0.328989,0.525391,0.477539,0.832031,0.466797
429,ID_HWIAGXJH,fruit_brownspot,0.726935,0.748047,0.267578,0.476562,0.535156
430,ID_HWIAGXJH,fruit_brownspot,0.836163,0.5625,0.602539,0.539062,0.720703
431,ID_AQILUJHZ,fruit_brownspot,0.932388,0.428711,0.436523,0.427734,0.255859
432,ID_00DCPV52,fruit_brownspot,0.821102,0.422852,0.510742,0.658203,0.416016
433,ID_4LYDXW1O,fruit_woodiness,0.787063,0.484375,0.282227,0.382812,0.353516
434,ID_4LYDXW1O,fruit_woodiness,0.816224,0.674805,0.567383,0.310547,0.376953
435,ID_VWAZJPGU,fruit_brownspot,0.320264,0.267578,0.140625,0.398438,0.273438
436,ID_VWAZJPGU,fruit_brownspot,0.780246,0.420898,0.517578,0.642578,0.417969
437,ID_AEI4Q377,fruit_woodiness,0.675698,0.116211,0.160156,0.232422,0.3125
438,ID_AEI4Q377,fruit_brownspot,0.926982,0.539062,0.613281,0.421875,0.484375
439,ID_YKHMGUV7,fruit_brownspot,0.741516,0.59668,0.49707,0.330078,0.396484
440,ID_O48K8X2L,fruit_woodiness,0.748618,0.297852,0.90332,0.357422,0.193359
441,ID_O48K8X2L,fruit_brownspot,0.85319,0.550781,0.566406,0.640625,0.332031
442,ID_U8BDDELR,fruit_healthy,0.98199,0.470703,0.519531,0.484375,0.433594
443,ID_J6GVDENC,fruit_brownspot,0.914056,0.386719,0.506836,0.453125,0.287109
444,ID_J6GVDENC,fruit_brownspot,0.931787,0.75293,0.118164,0.494141,0.232422
445,ID_ILMD1PFT,fruit_healthy,0.843885,0.142578,0.203125,0.285156,0.398438
446,ID_ILMD1PFT,fruit_healthy,0.946046,0.544922,0.487305,0.625,0.525391
447,ID_29A40CQ8,fruit_brownspot,0.858382,0.441406,0.357422,0.292969,0.371094
448,ID_SYAZ6H2M,fruit_woodiness,0.542939,0.943359,0.886719,0.113281,0.222656
449,ID_SYAZ6H2M,fruit_woodiness,0.933588,0.40918,0.344727,0.462891,0.626953
450,ID_KH7N66D2,fruit_brownspot,0.379985,0.726562,0.0634766,0.546875,0.126953
451,ID_KH7N66D2,fruit_brownspot,0.910044,0.488281,0.614258,0.355469,0.482422
452,ID_7Z21AMOQ,fruit_healthy,0.268546,0.552734,0.463867,0.785156,0.494141
453,ID_7Z21AMOQ,fruit_woodiness,0.28993,0.514648,0.459961,0.791016,0.513672
454,ID_7Z21AMOQ,fruit_healthy,0.553896,0.107422,0.401367,0.214844,0.443359
455,ID_ZTYJSHWW,fruit_healthy,0.398834,0.287109,0.150391,0.3125,0.296875
456,ID_ZTYJSHWW,fruit_woodiness,0.911595,0.520508,0.530273,0.599609,0.353516
457,ID_4D3Y64EW,fruit_woodiness,0.929228,0.484375,0.412109,0.597656,0.824219
458,ID_FGYHYOC7,fruit_woodiness,0.479998,0.896484,0.317383,0.136719,0.205078
459,ID_UWUJY5WE,fruit_brownspot,0.474246,0.207031,0.698242,0.40625,0.380859
460,ID_UWUJY5WE,fruit_woodiness,0.681512,0.517578,0.435547,0.742188,0.433594
461,ID_9K77MJVP,fruit_healthy,0.35668,0.370117,0.521484,0.525391,0.371094
462,ID_DOKQ4UCP,fruit_brownspot,0.458927,0.623047,0.400391,0.378906,0.433594
463,ID_DOKQ4UCP,fruit_brownspot,0.709406,0.268555,0.643555,0.337891,0.478516
464,ID_RUEBY08K,fruit_healthy,0.976792,0.405273,0.519531,0.470703,0.414062
465,ID_4GTKQOOF,fruit_healthy,0.977174,0.458008,0.603516,0.427734,0.359375
466,ID_WKLXDI6E,fruit_brownspot,0.471982,0.429688,0.616211,0.390625,0.482422
467,ID_WKLXDI6E,fruit_woodiness,0.579025,0.427734,0.615234,0.382812,0.488281
468,ID_BPN6TRDA,fruit_woodiness,0.799197,0.547852,0.536133,0.435547,0.642578
469,ID_7YRV8LJP,fruit_woodiness,0.949213,0.500977,0.433594,0.408203,0.523438
470,ID_G9Q1AJDX,fruit_healthy,0.902876,0.500977,0.498047,0.466797,0.394531
471,ID_N05K3ED1,fruit_woodiness,0.77366,0.517578,0.518555,0.832031,0.451172
472,ID_VLOOQRJ8,fruit_brownspot,0.921486,0.571289,0.702148,0.396484,0.529297
473,ID_AT11BJVO,fruit_healthy,0.97827,0.385742,0.481445,0.521484,0.404297
474,ID_3KOKW83D,fruit_woodiness,0.936494,0.480469,0.385742,0.644531,0.771484
475,ID_D48HOC00,fruit_brownspot,0.36237,0.268555,0.078125,0.478516,0.152344
476,ID_D48HOC00,fruit_healthy,0.444811,0.890625,0.418945,0.21875,0.224609
477,ID_D48HOC00,fruit_healthy,0.592847,0.270508,0.0761719,0.486328,0.152344
478,ID_D48HOC00,fruit_healthy,0.957218,0.754883,0.870117,0.384766,0.259766
479,ID_D48HOC00,fruit_healthy,0.982455,0.569336,0.481445,0.580078,0.462891
480,ID_LUY36V3A,fruit_brownspot,0.599732,0.338867,0.40918,0.658203,0.470703
481,ID_HALZRS1Q,fruit_brownspot,0.878697,0.442383,0.508789,0.478516,0.248047
482,ID_B10SIY2E,fruit_brownspot,0.57595,0.200195,0.806641,0.267578,0.292969
483,ID_B10SIY2E,fruit_woodiness,0.886037,0.389648,0.228516,0.404297,0.453125
484,ID_T7IPJFIZ,fruit_woodiness,0.272224,0.431641,0.96582,0.429688,0.0683594
485,ID_T7IPJFIZ,fruit_healthy,0.707085,0.889648,0.046875,0.220703,0.09375
486,ID_T7IPJFIZ,fruit_healthy,0.967498,0.416992,0.491211,0.318359,0.228516
487,ID_8PEARCU7,fruit_healthy,0.398679,0.605469,0.678711,0.121094,0.0996094
488,ID_8PEARCU7,fruit_healthy,0.628676,0.889648,0.474609,0.201172,0.164062
489,ID_8PEARCU7,fruit_healthy,0.764785,0.751953,0.803711,0.15625,0.138672
490,ID_8PEARCU7,fruit_healthy,0.937284,0.908203,0.860352,0.183594,0.173828
491,ID_8PEARCU7,fruit_healthy,0.965761,0.360352,0.514648,0.474609,0.376953
492,ID_M03U9MA8,fruit_brownspot,0.735888,0.552734,0.34082,0.671875,0.365234
493,ID_A1BZJCV3,fruit_brownspot,0.89241,0.607422,0.540039,0.410156,0.505859
494,ID_HTYXOZGV,fruit_healthy,0.878481,0.0712891,0.421875,0.142578,0.355469
495,ID_HTYXOZGV,fruit_healthy,0.96542,0.404297,0.62793,0.523438,0.427734
496,ID_1WGODDTZ,fruit_woodiness,0.764942,0.458008,0.483398,0.591797,0.357422
497,ID_BIZDBT8D,fruit_healthy,0.921247,0.376953,0.462891,0.554688,0.46875
498,ID_AAUOFRES,fruit_healthy,0.963172,0.479492,0.542969,0.455078,0.355469
499,ID_I28JEWQD,fruit_healthy,0.953284,0.483398,0.0966797,0.294922,0.189453
500,ID_Y8I3R7BF,fruit_brownspot,0.915233,0.484375,0.526367,0.351562,0.416016
501,ID_S57MYRYT,fruit_healthy,0.461287,0.363281,0.586914,0.429688,0.302734
502,ID_WZ381OKO,fruit_brownspot,0.87284,0.543945,0.489258,0.412109,0.255859
503,ID_LHJARPE7,fruit_brownspot,0.552794,0.595703,0.359375,0.207031,0.28125
504,ID_LHJARPE7,fruit_woodiness,0.79044,0.595703,0.358398,0.207031,0.279297
505,ID_H33IQ2TF,fruit_healthy,0.360082,0.0849609,0.575195,0.0957031,0.0683594
506,ID_H33IQ2TF,fruit_healthy,0.524178,0.985352,0.400391,0.0292969,0.214844
507,ID_H33IQ2TF,fruit_healthy,0.97855,0.455078,0.491211,0.398438,0.345703
508,ID_FTL3N62Q,fruit_brownspot,0.359856,0.450195,0.513672,0.822266,0.410156
509,ID_FTL3N62Q,fruit_woodiness,0.564146,0.463867,0.511719,0.818359,0.40625
510,ID_24Q595R4,fruit_woodiness,0.705507,0.761719,0.359375,0.300781,0.4375
511,ID_24Q595R4,fruit_brownspot,0.868443,0.597656,0.658203,0.414062,0.542969
512,ID_EQTT3DX2,fruit_healthy,0.862344,0.62207,0.458008,0.259766,0.244141
513,ID_EQTT3DX2,fruit_healthy,0.973985,0.453125,0.632812,0.511719,0.429688
514,ID_K92A62UP,fruit_woodiness,0.948617,0.439453,0.463867,0.714844,0.474609
515,ID_Y6MJIHUD,fruit_healthy,0.919342,0.483398,0.458984,0.416016,0.335938
516,ID_2XGXT7SJ,fruit_woodiness,0.859973,0.337891,0.520508,0.273438,0.330078
517,ID_WDDHH7R1,fruit_brownspot,0.77913,0.428711,0.507812,0.376953,0.417969
518,ID_WDDHH7R1,fruit_brownspot,0.891837,0.469727,0.18457,0.505859,0.369141
519,ID_36X6H2WB,fruit_woodiness,0.952429,0.517578,0.424805,0.5625,0.322266
520,ID_4N8MAUDC,fruit_healthy,0.77574,0.429688,0.521484,0.386719,0.316406
521,ID_6RUAZPEU,fruit_brownspot,0.792525,0.526367,0.679688,0.369141,0.457031
522,ID_8T1SZ90L,fruit_woodiness,0.84495,0.513672,0.443359,0.542969,0.3125
523,ID_A641Y3LF,fruit_healthy,0.891499,0.101562,0.0830078,0.203125,0.166016
524,ID_18KI3CRN,fruit_healthy,0.968736,0.511719,0.533203,0.4375,0.339844
525,ID_C8S3CO41,fruit_brownspot,0.880726,0.381836,0.337891,0.763672,0.515625
526,ID_DE2BR633,fruit_woodiness,0.445494,0.830078,0.399414,0.339844,0.392578
527,ID_DE2BR633,fruit_brownspot,0.848452,0.594727,0.700195,0.392578,0.572266
528,ID_HW7WYDR8,fruit_healthy,0.682988,0.433594,0.65918,0.582031,0.337891
529,ID_HW7WYDR8,fruit_woodiness,0.886942,0.43457,0.660156,0.576172,0.335938
530,ID_0CH7ECW6,fruit_healthy,0.969179,0.450195,0.506836,0.412109,0.322266
531,ID_5B5VM0BZ,fruit_healthy,0.927077,0.498047,0.508789,0.421875,0.310547
532,ID_I8B8LA8C,fruit_healthy,0.972736,0.503906,0.52832,0.363281,0.275391
533,ID_M68TGTFU,fruit_woodiness,0.917859,0.652344,0.389648,0.460938,0.638672
534,ID_96ZAUQ01,fruit_woodiness,0.863364,0.466797,0.463867,0.636719,0.330078
535,ID_73GICCGV,fruit_healthy,0.947584,0.504883,0.637695,0.634766,0.490234
536,ID_73YZ343D,fruit_healthy,0.936084,0.366211,0.55957,0.552734,0.361328
537,ID_SJNSQQXI,fruit_woodiness,0.958988,0.333984,0.582031,0.390625,0.335938
538,ID_VU7MMWC4,fruit_woodiness,0.596429,0.477539,0.457031,0.568359,0.335938
539,ID_UVT1BV5I,fruit_brownspot,0.650399,0.5625,0.277344,0.222656,0.296875
540,ID_UVT1BV5I,fruit_brownspot,0.692043,0.613281,0.738281,0.253906,0.320312
541,ID_6KY6IPDN,fruit_healthy,0.457512,0.248047,0.863281,0.144531,0.140625
542,ID_6KY6IPDN,fruit_healthy,0.912992,0.733398,0.673828,0.173828,0.140625
543,ID_6KY6IPDN,fruit_healthy,0.974932,0.519531,0.479492,0.335938,0.263672
544,ID_YBCR1CDE,fruit_woodiness,0.451593,0.541992,0.276367,0.853516,0.498047
545,ID_3AEB099V,fruit_healthy,0.906058,0.955078,0.750977,0.0898438,0.337891
546,ID_3AEB099V,fruit_healthy,0.979706,0.554688,0.573242,0.445312,0.373047
547,ID_EPDY7OEG,fruit_brownspot,0.307739,0.427734,0.266602,0.160156,0.146484
548,ID_EPDY7OEG,fruit_healthy,0.529257,0.691406,0.106445,0.199219,0.189453
549,ID_2LGABL5K,fruit_woodiness,0.933296,0.446289,0.375,0.470703,0.671875
550,ID_FOT6TDMO,fruit_healthy,0.962173,0.390625,0.46875,0.671875,0.542969
551,ID_43UKMINN,fruit_healthy,0.964186,0.472656,0.543945,0.644531,0.556641
552,ID_P4JDQ551,fruit_woodiness,0.508668,0.541016,0.642578,0.3125,0.375
553,ID_W8VPYUAX,fruit_brownspot,0.914576,0.538086,0.458984,0.556641,0.457031
554,ID_2Y2XOU9H,fruit_brownspot,0.85739,0.389648,0.582031,0.599609,0.382812
555,ID_E13S73H7,fruit_woodiness,0.875718,0.671875,0.473633,0.628906,0.423828
556,ID_9HQAGR4Q,fruit_healthy,0.928385,0.449219,0.460938,0.257812,0.226562
557,ID_QGWKCMJE,fruit_brownspot,0.657683,0.361328,0.450195,0.21875,0.259766
558,ID_QGWKCMJE,fruit_brownspot,0.830644,0.524414,0.868164,0.240234,0.263672
559,ID_QGWKCMJE,fruit_brownspot,0.83342,0.234375,0.319336,0.273438,0.306641
560,ID_CPC4MQ9M,fruit_brownspot,0.863978,0.431641,0.313477,0.539062,0.626953
561,ID_M8BX4ROR,fruit_brownspot,0.929601,0.441406,0.567383,0.527344,0.326172
562,ID_17DT3SQU,fruit_woodiness,0.679035,0.583984,0.921875,0.210938,0.15625
563,ID_17DT3SQU,fruit_healthy,0.932039,0.5,0.522461,0.332031,0.275391
564,ID_C9Z059GD,fruit_woodiness,0.948717,0.639648,0.572266,0.373047,0.453125
565,ID_ZNTNSIYS,fruit_healthy,0.970403,0.493164,0.56543,0.474609,0.373047
566,ID_O8PB9MY0,fruit_brownspot,0.800348,0.648438,0.355469,0.296875,0.398438
567,ID_CHP9VMGI,fruit_woodiness,0.964347,0.638672,0.417969,0.574219,0.335938
568,ID_6HFDQJUG,fruit_woodiness,0.954178,0.56543,0.598633,0.224609,0.283203
569,ID_MK5P4MLP,fruit_woodiness,0.857509,0.607422,0.368164,0.46875,0.662109
570,ID_QWRR8BCK,fruit_brownspot,0.888703,0.595703,0.568359,0.304688,0.339844
571,ID_AO4AQKZH,fruit_brownspot,0.827608,0.695312,0.21875,0.347656,0.4375
572,ID_8NXHAD4L,fruit_brownspot,0.888198,0.548828,0.611328,0.398438,0.425781
573,ID_ENVT7ZIJ,fruit_woodiness,0.957278,0.522461,0.454102,0.388672,0.294922
574,ID_GQKWE09A,fruit_healthy,0.946891,0.365234,0.625977,0.535156,0.423828
575,ID_GQKWE09A,fruit_healthy,0.97241,0.818359,0.198242,0.363281,0.388672
576,ID_WAJESEQF,fruit_brownspot,0.890823,0.623047,0.509766,0.351562,0.472656
577,ID_T3KBO2KR,fruit_brownspot,0.834086,0.124023,0.485352,0.248047,0.392578
578,ID_T3KBO2KR,fruit_woodiness,0.964854,0.547852,0.541016,0.447266,0.339844
579,ID_UENNAV2T,fruit_healthy,0.56585,0.0205078,0.264648,0.0410156,0.255859
580,ID_UENNAV2T,fruit_healthy,0.948748,0.912109,0.0888672,0.171875,0.177734
581,ID_UENNAV2T,fruit_healthy,0.961559,0.347656,0.463867,0.390625,0.318359
582,ID_AU92CPHB,fruit_healthy,0.934126,0.581055,0.482422,0.173828,0.175781
583,ID_AU92CPHB,fruit_healthy,0.964463,0.449219,0.525391,0.292969,0.238281
584,ID_1BWE5AQS,fruit_brownspot,0.627783,0.47168,0.350586,0.810547,0.462891
585,ID_6HU6NY5D,fruit_brownspot,0.73408,0.416016,0.453125,0.433594,0.347656
586,ID_J7QCEOS2,fruit_woodiness,0.804005,0.53125,0.254883,0.796875,0.509766
587,ID_3O61LKEQ,fruit_brownspot,0.865607,0.731445,0.443359,0.337891,0.203125
588,ID_XEWEF7W3,fruit_woodiness,0.720601,0.297852,0.569336,0.544922,0.302734
